order_id,logistics_cost,warehouse_cost,sla_breach_flag
59009,143,76,0
59010,83,105,0
59011,382,98,1
59012,288,102,1
59013,287,62,1
59014,217,54,1
59015,312,114,1
59016,390,86,1
59017,101,78,0
59018,91,73,0
59019,111,92,0
59020,322,112,1
59021,149,73,0
59022,201,72,1
59023,371,105,1
59024,124,64,0
59025,303,104,1
59026,90,87,0
59027,110,117,0
59028,92,113,0
59029,209,83,1
59030,303,113,1
59031,166,52,0
59032,278,77,1
59033,128,86,0
59034,136,105,0
59035,95,117,0
59036,124,84,0
59037,266,71,1
59038,110,106,0
59039,104,103,0
59040,147,73,0
59041,81,47,0
59042,111,70,0
59043,135,80,0
59044,294,80,1
59045,158,71,0
59046,327,93,1
59047,138,49,0
59048,168,103,0
59049,223,96,1
59050,127,58,0
59051,134,61,0
59052,113,111,0
59053,134,72,0
59054,318,55,1
59055,339,79,1
59056,126,90,0
59057,221,91,1
59058,391,62,1
59059,318,94,1
59060,96,63,0
59061,136,57,0
59062,161,93,0
59063,356,68,1
59064,263,116,1
59065,299,119,1
59066,218,42,1
59067,179,79,0
59068,128,41,0
59069,283,111,1
59070,165,104,0
59071,267,66,1
59072,123,79,0
59073,179,102,0
59074,156,119,0
59075,93,66,0
59076,223,88,1
59077,261,92,1
59078,285,63,1
59079,392,117,1
59080,163,96,0
59081,171,60,0
59082,88,99,0
59083,284,60,1
59084,96,51,0
59085,290,95,1
59086,140,94,0
59087,304,55,1
59088,123,94,0
59089,388,74,1
59090,269,119,1
59091,91,65,0
59092,129,106,0
59093,130,80,0
59094,104,51,0
59095,253,79,1
59096,384,56,1
59097,211,41,1
59098,359,81,1
59099,156,118,0
59100,240,45,1
59101,365,76,1
59102,157,109,0
59103,86,76,0
59104,134,74,0
59105,88,81,0
59106,284,76,1
59107,160,77,0
59108,260,45,1
59109,177,98,0
59110,95,98,0
59111,178,86,0
59112,119,67,0
59113,329,42,1
59114,176,91,0
59115,126,74,0
59116,260,54,1
59117,124,86,0
59118,275,111,1
59119,150,95,0
59120,139,91,0
59121,146,69,0
59122,355,105,1
59123,270,44,1
59124,149,111,0
59125,257,76,1
59126,135,44,0
59127,164,74,0
59128,91,110,0
59129,138,59,0
59130,152,95,0
59131,129,98,0
59132,214,60,1
59133,171,50,0
59134,105,56,0
59135,157,53,0
59136,89,73,0
59137,397,101,1
59138,149,59,0
59139,134,47,0
59140,340,104,1
59141,203,71,1
59142,127,42,0
59143,173,98,0
59144,98,74,0
59145,262,70,1
59146,120,47,0
59147,154,116,0
59148,105,73,0
59149,374,105,1
59150,240,45,1
59151,163,70,0
59152,99,112,0
59153,84,68,0
59154,106,83,0
59155,275,83,1
59156,339,106,1
59157,127,116,0
59158,97,42,0
59159,91,90,0
59160,250,84,1
59161,318,74,1
59162,111,105,0
59163,161,76,0
59164,229,79,1
59165,154,99,0
59166,149,70,0
59167,148,102,0
59168,100,93,0
59169,386,117,1
59170,95,51,0
59171,147,85,0
59172,283,53,1
59173,128,118,0
59174,174,76,0
59175,234,44,1
59176,357,84,1
59177,157,49,0
59178,215,73,1
59179,85,88,0
59180,298,100,1
59181,285,117,1
59182,149,71,0
59183,367,104,1
59184,354,78,1
59185,147,73,0
59186,157,111,0
59187,167,85,0
59188,119,105,0
59189,100,76,0
59190,81,66,0
59191,91,84,0
59192,244,81,1
59193,234,72,1
59194,209,57,1
59195,138,84,0
59196,275,40,1
59197,307,56,1
59198,156,76,0
59199,333,74,1
59200,94,84,0
59201,300,41,1
59202,237,97,1
59203,83,66,0
59204,161,98,0
59205,108,81,0
59206,298,105,1
59207,127,65,0
59208,220,84,1
59209,165,76,0
59210,291,84,1
59211,95,109,0
59212,237,66,1
59213,150,109,0
59214,368,69,1
59215,233,59,1
59216,129,52,0
59217,175,54,0
59218,154,98,0
59219,249,63,1
59220,92,43,0
59221,95,55,0
59222,85,45,0
59223,341,71,1
59224,311,95,1
59225,119,89,0
59226,95,94,0
59227,347,114,1
59228,101,54,0
59229,169,44,0
59230,376,116,1
59231,164,56,0
59232,93,96,0
59233,169,53,0
59234,337,69,1
59235,179,62,0
59236,84,51,0
59237,97,85,0
59238,112,74,0
59239,110,107,0
59240,169,42,0
59241,112,75,0
59242,384,82,1
59243,110,44,0
59244,116,44,0
59245,150,107,0
59246,147,73,0
59247,201,96,1
59248,152,87,0
59249,110,80,0
59250,93,107,0
59251,128,114,0
59252,320,92,1
59253,370,51,1
59254,155,69,0
59255,146,105,0
59256,386,102,1
59257,110,49,0
59258,179,82,0
59259,168,107,0
59260,175,98,0
59261,113,68,0
59262,368,114,1
59263,240,73,1
59264,92,67,0
59265,384,105,1
59266,386,78,1
59267,211,92,1
59268,161,93,0
59269,168,91,0
59270,162,44,0
59271,121,65,0
59272,137,54,0
59273,279,72,1
59274,292,85,1
59275,126,44,0
59276,125,78,0
59277,121,97,0
59278,106,67,0
59279,104,101,0
59280,138,72,0
59281,125,115,0
59282,99,79,0
59283,325,50,1
59284,144,119,0
59285,235,114,1
59286,211,77,1
59287,338,86,1
59288,93,104,0
59289,95,59,0
59290,110,92,0
59291,360,73,1
59292,129,107,0
59293,249,56,1
59294,91,79,0
59295,104,93,0
59296,145,53,0
59297,114,66,0
59298,169,102,0
59299,173,55,0
59300,104,65,0
59301,383,108,1
59302,157,59,0
59303,126,71,0
59304,174,71,0
59305,113,107,0
59306,323,43,1
59307,108,78,0
59308,93,103,0
59309,324,72,1
59310,98,80,0
59311,99,98,0
59312,240,82,1
59313,138,94,0
59314,372,99,1
59315,281,115,1
59316,325,46,1
59317,252,79,1
59318,242,85,1
59319,383,101,1
59320,144,106,0
59321,247,108,1
59322,226,82,1
59323,250,62,1
59324,276,55,1
59325,210,82,1
59326,318,108,1
59327,165,53,0
59328,171,111,0
59329,83,59,0
59330,357,106,1
59331,88,109,0
59332,216,49,1
59333,343,72,1
59334,111,87,0
59335,166,114,0
59336,348,77,1
59337,125,51,0
59338,169,40,0
59339,243,40,1
59340,310,61,1
59341,139,57,0
59342,307,44,1
59343,225,59,1
59344,299,96,1
59345,221,53,1
59346,167,60,0
59347,355,58,1
59348,226,108,1
59349,255,51,1
59350,218,42,1
59351,108,60,0
59352,398,114,1
59353,151,110,0
59354,384,68,1
59355,101,53,0
59356,170,114,0
59357,314,90,1
59358,367,104,1
59359,81,40,0
59360,135,96,0
59361,113,77,0
59362,116,100,0
59363,390,55,1
59364,91,103,0
59365,295,114,1
59366,266,68,1
59367,250,91,1
59368,130,42,0
59369,124,60,0
59370,348,50,1
59371,245,98,1
59372,142,80,0
59373,153,50,0
59374,135,101,0
59375,103,57,0
59376,137,51,0
59377,216,93,1
59378,200,88,1
59379,159,101,0
59380,174,112,0
59381,102,66,0
59382,80,56,0
59383,111,64,0
59384,126,63,0
59385,102,72,0
59386,109,90,0
59387,380,84,1
59388,324,55,1
59389,290,86,1
59390,118,96,0
59391,312,71,1
59392,352,44,1
59393,161,89,0
59394,160,47,0
59395,125,66,0
59396,125,89,0
59397,395,57,1
59398,99,68,0
59399,118,90,0
59400,394,92,1
59401,140,102,0
59402,117,73,0
59403,334,86,1
59404,153,117,0
59405,88,102,0
59406,94,104,0
59407,347,74,1
59408,125,61,0
59409,125,59,0
59410,353,107,1
59411,101,68,0
59412,150,86,0
59413,213,102,1
59414,286,59,1
59415,311,81,1
59416,250,82,1
59417,85,51,0
59418,139,107,0
59419,99,112,0
59420,121,67,0
59421,292,59,1
59422,127,72,0
59423,392,71,1
59424,348,111,1
59425,349,71,1
59426,347,45,1
59427,147,56,0
59428,131,60,0
59429,239,111,1
59430,310,57,1
59431,349,90,1
59432,249,69,1
59433,295,93,1
59434,381,74,1
59435,253,54,1
59436,84,56,0
59437,148,113,0
59438,381,71,1
59439,127,55,0
59440,141,52,0
59441,92,59,0
59442,128,44,0
59443,387,78,1
59444,134,108,0
59445,279,70,1
59446,245,83,1
59447,174,63,0
59448,155,60,0
59449,248,84,1
59450,322,61,1
59451,122,48,0
59452,223,100,1
59453,207,59,1
59454,100,64,0
59455,163,44,0
59456,283,105,1
59457,140,105,0
59458,289,93,1
59459,272,75,1
59460,282,43,1
59461,139,106,0
59462,119,93,0
59463,107,114,0
59464,170,94,0
59465,353,109,1
59466,97,61,0
59467,106,119,0
59468,169,91,0
59469,277,101,1
59470,90,109,0
59471,328,63,1
59472,139,49,0
59473,90,100,0
59474,320,61,1
59475,99,93,0
59476,138,65,0
59477,223,56,1
59478,127,65,0
59479,126,88,0
59480,121,57,0
59481,120,85,0
59482,119,65,0
59483,108,106,0
59484,360,114,1
59485,279,117,1
59486,142,105,0
59487,299,107,1
59488,101,91,0
59489,286,51,1
59490,94,107,0
59491,264,89,1
59492,106,53,0
59493,82,60,0
59494,99,98,0
59495,136,83,0
59496,354,85,1
59497,149,47,0
59498,156,45,0
59499,338,118,1
59500,276,52,1
59501,130,55,0
59502,165,111,0
59503,87,56,0
59504,131,93,0
59505,127,113,0
59506,98,91,0
59507,153,67,0
59508,95,55,0
59509,163,102,0
59510,141,85,0
59511,96,80,0
59512,130,66,0
59513,125,55,0
59514,147,64,0
59515,215,103,1
59516,178,119,0
59517,103,113,0
59518,349,60,1
59519,138,104,0
59520,282,81,1
59521,234,63,1
59522,95,84,0
59523,86,92,0
59524,227,71,1
59525,125,82,0
59526,140,71,0
59527,373,111,1
59528,102,105,0
59529,95,62,0
59530,295,109,1
59531,296,96,1
59532,86,98,0
59533,164,55,0
59534,301,118,1
59535,149,119,0
59536,263,91,1
59537,142,74,0
59538,106,47,0
59539,206,78,1
59540,260,105,1
59541,230,115,1
59542,117,86,0
59543,114,44,0
59544,363,117,1
59545,235,72,1
59546,83,47,0
59547,145,76,0
59548,398,86,1
59549,252,65,1
59550,134,87,0
59551,80,58,0
59552,97,110,0
59553,102,72,0
59554,220,67,1
59555,340,108,1
59556,168,58,0
59557,294,80,1
59558,156,75,0
59559,166,51,0
59560,149,70,0
59561,147,68,0
59562,157,68,0
59563,179,108,0
59564,174,84,0
59565,127,78,0
59566,93,69,0
59567,396,100,1
59568,324,60,1
59569,145,71,0
59570,369,54,1
59571,88,89,0
59572,136,46,0
59573,105,77,0
59574,121,54,0
59575,268,70,1
59576,124,58,0
59577,230,73,1
59578,234,42,1
59579,80,116,0
59580,95,67,0
59581,332,73,1
59582,115,63,0
59583,90,117,0
59584,138,75,0
59585,117,118,0
59586,307,99,1
59587,103,96,0
59588,106,96,0
59589,139,85,0
59590,308,90,1
59591,82,106,0
59592,85,97,0
59593,87,85,0
59594,146,69,0
59595,90,108,0
59596,158,67,0
59597,104,99,0
59598,389,50,1
59599,301,67,1
59600,338,58,1
59601,303,94,1
59602,176,59,0
59603,297,73,1
59604,108,118,0
59605,149,108,0
59606,152,49,0
59607,369,104,1
59608,384,114,1
59609,144,67,0
59610,118,80,0
59611,218,108,1
59612,124,105,0
59613,95,68,0
59614,374,43,1
59615,296,44,1
59616,178,58,0
59617,134,110,0
59618,110,51,0
59619,145,44,0
59620,130,58,0
59621,321,54,1
59622,141,67,0
59623,383,102,1
59624,128,52,0
59625,113,107,0
59626,397,46,1
59627,141,52,0
59628,231,64,1
59629,158,54,0
59630,261,67,1
59631,358,66,1
59632,125,94,0
59633,105,50,0
59634,215,104,1
59635,120,52,0
59636,361,77,1
59637,154,95,0
59638,382,41,1
59639,318,111,1
59640,153,79,0
59641,171,92,0
59642,169,118,0
59643,164,114,0
59644,252,61,1
59645,170,109,0
59646,128,75,0
59647,326,117,1
59648,219,79,1
59649,100,72,0
59650,332,56,1
59651,160,79,0
59652,338,46,1
59653,178,54,0
59654,372,89,1
59655,155,77,0
59656,89,68,0
59657,234,90,1
59658,239,111,1
59659,316,48,1
59660,300,105,1
59661,85,95,0
59662,111,64,0
59663,222,99,1
59664,211,87,1
59665,229,93,1
59666,129,110,0
59667,130,116,0
59668,90,119,0
59669,110,45,0
59670,351,44,1
59671,105,64,0
59672,374,74,1
59673,370,112,1
59674,165,101,0
59675,260,74,1
59676,155,107,0
59677,102,57,0
59678,161,101,0
59679,122,46,0
59680,92,98,0
59681,162,109,0
59682,150,71,0
59683,332,71,1
59684,250,69,1
59685,158,79,0
59686,170,80,0
59687,221,66,1
59688,137,90,0
59689,144,48,0
59690,93,51,0
59691,254,111,1
59692,103,117,0
59693,165,101,0
59694,167,85,0
59695,121,48,0
59696,207,41,1
59697,166,106,0
59698,94,112,0
59699,137,66,0
59700,158,102,0
59701,137,47,0
59702,241,82,1
59703,81,90,0
59704,207,113,1
59705,161,68,0
59706,234,43,1
59707,387,74,1
59708,225,50,1
59709,135,104,0
59710,96,54,0
59711,146,104,0
59712,89,55,0
59713,98,61,0
59714,102,93,0
59715,239,53,1
59716,331,115,1
59717,137,74,0
59718,98,74,0
59719,169,56,0
59720,93,42,0
59721,82,63,0
59722,211,118,1
59723,130,106,0
59724,114,62,0
59725,112,110,0
59726,113,107,0
59727,245,108,1
59728,122,71,0
59729,208,115,1
59730,261,63,1
59731,311,87,1
59732,126,89,0
59733,266,79,1
59734,236,115,1
59735,176,77,0
59736,256,40,1
59737,135,56,0
59738,171,99,0
59739,137,104,0
59740,139,51,0
59741,359,93,1
59742,175,59,0
59743,334,93,1
59744,169,61,0
59745,201,67,1
59746,145,118,0
59747,334,82,1
59748,135,116,0
59749,241,78,1
59750,307,49,1
59751,176,102,0
59752,378,116,1
59753,321,66,1
59754,143,110,0
59755,156,49,0
59756,378,84,1
59757,151,57,0
59758,99,68,0
59759,160,73,0
59760,242,113,1
59761,139,90,0
59762,137,48,0
59763,95,94,0
59764,378,111,1
59765,229,65,1
59766,88,105,0
59767,124,60,0
59768,233,76,1
59769,140,102,0
59770,231,92,1
59771,313,82,1
59772,143,104,0
59773,284,50,1
59774,293,113,1
59775,208,60,1
59776,233,105,1
59777,266,84,1
59778,322,81,1
59779,342,83,1
59780,265,111,1
59781,309,88,1
59782,399,103,1
59783,88,95,0
59784,369,110,1
59785,103,74,0
59786,85,66,0
59787,217,60,1
59788,94,90,0
59789,227,87,1
59790,244,55,1
59791,140,117,0
59792,383,96,1
59793,136,47,0
59794,134,98,0
59795,351,80,1
59796,118,59,0
59797,372,119,1
59798,168,78,0
59799,139,74,0
59800,177,75,0
59801,132,94,0
59802,161,48,0
59803,175,40,0
59804,325,65,1
59805,383,75,1
59806,169,83,0
59807,89,71,0
59808,307,70,1
59809,96,63,0
59810,132,88,0
59811,155,87,0
59812,134,78,0
59813,90,91,0
59814,396,115,1
59815,214,111,1
59816,320,65,1
59817,291,60,1
59818,250,57,1
59819,117,78,0
59820,306,115,1
59821,100,43,0
59822,94,75,0
59823,101,79,0
59824,253,42,1
59825,94,45,0
59826,140,91,0
59827,373,118,1
59828,116,69,0
59829,332,91,1
59830,146,52,0
59831,80,75,0
59832,165,58,0
59833,84,60,0
59834,175,87,0
59835,156,92,0
59836,154,58,0
59837,373,41,1
59838,395,66,1
59839,130,109,0
59840,160,86,0
59841,156,113,0
59842,330,68,1
59843,107,116,0
59844,151,63,0
59845,212,48,1
59846,276,42,1
59847,163,102,0
59848,240,102,1
59849,159,46,0
59850,113,93,0
59851,122,95,0
59852,153,87,0
59853,150,72,0
59854,369,45,1
59855,265,91,1
59856,256,53,1
59857,282,88,1
59858,200,110,1
59859,107,112,0
59860,381,92,1
59861,285,70,1
59862,85,85,0
59863,308,105,1
59864,177,104,0
59865,398,79,1
59866,201,59,1
59867,134,60,0
59868,130,66,0
59869,111,78,0
59870,100,45,0
59871,163,94,0
59872,273,91,1
59873,89,45,0
59874,338,61,1
59875,165,76,0
59876,132,91,0
59877,173,110,0
59878,295,57,1
59879,271,63,1
59880,82,56,0
59881,231,71,1
59882,368,93,1
59883,323,105,1
59884,81,45,0
59885,201,74,1
59886,99,115,0
59887,89,97,0
59888,356,56,1
59889,359,101,1
59890,85,95,0
59891,82,109,0
59892,248,65,1
59893,82,118,0
59894,220,110,1
59895,148,103,0
59896,148,97,0
59897,123,75,0
59898,399,111,1
59899,164,100,0
59900,283,99,1
59901,113,58,0
59902,399,85,1
59903,250,79,1
59904,316,45,1
59905,383,52,1
59906,138,105,0
59907,150,47,0
59908,135,60,0
59909,110,61,0
59910,179,69,0
59911,164,111,0
59912,213,92,1
59913,156,111,0
59914,82,78,0
59915,338,79,1
59916,111,108,0
59917,80,98,0
59918,337,42,1
59919,362,81,1
59920,93,58,0
59921,347,55,1
59922,111,83,0
59923,233,80,1
59924,138,79,0
59925,107,70,0
59926,176,72,0
59927,122,82,0
59928,285,71,1
59929,265,55,1
59930,159,98,0
59931,138,114,0
59932,116,102,0
59933,161,91,0
59934,96,114,0
59935,91,69,0
59936,229,80,1
59937,83,112,0
59938,108,49,0
59939,89,43,0
59940,245,90,1
59941,386,57,1
59942,150,73,0
59943,89,62,0
59944,131,68,0
59945,123,105,0
59946,90,81,0
59947,230,82,1
59948,127,79,0
59949,110,75,0
59950,392,61,1
59951,107,98,0
59952,133,43,0
59953,118,51,0
59954,282,75,1
59955,175,114,0
59956,109,68,0
59957,219,93,1
59958,83,83,0
59959,101,102,0
59960,172,94,0
59961,178,48,0
59962,308,102,1
59963,295,55,1
59964,343,89,1
59965,108,113,0
59966,312,69,1
59967,264,62,1
59968,351,53,1
59969,174,68,0
59970,398,77,1
59971,169,110,0
59972,105,87,0
59973,156,80,0
59974,134,77,0
59975,134,46,0
59976,142,41,0
59977,314,70,1
59978,266,53,1
59979,115,109,0
59980,97,53,0
59981,126,89,0
59982,114,96,0
59983,246,118,1
59984,222,43,1
59985,287,94,1
59986,358,57,1
59987,286,106,1
59988,92,42,0
59989,136,44,0
59990,128,118,0
59991,109,76,0
59992,174,53,0
59993,222,62,1
59994,171,93,0
59995,210,110,1
59996,252,52,1
59997,350,79,1
59998,355,69,1
59999,115,118,0
60000,149,98,0
60001,103,60,0
60002,109,93,0
60003,99,118,0
60004,177,55,0
60005,119,94,0
60006,114,72,0
60007,201,97,1
60008,202,108,1
60009,138,53,0
60010,96,52,0
60011,276,60,1
60012,132,104,0
60013,99,40,0
60014,270,83,1
60015,162,65,0
60016,102,117,0
60017,179,71,0
60018,150,75,0
60019,351,74,1
60020,337,83,1
60021,103,95,0
60022,346,98,1
60023,348,104,1
60024,102,52,0
60025,117,106,0
60026,101,99,0
60027,82,89,0
60028,251,90,1
60029,202,66,1
60030,174,66,0
60031,166,56,0
60032,104,105,0
60033,264,111,1
60034,163,81,0
60035,160,72,0
60036,178,41,0
60037,176,55,0
60038,163,72,0
60039,225,80,1
60040,268,40,1
60041,130,119,0
60042,227,62,1
60043,263,71,1
60044,240,84,1
60045,135,111,0
60046,97,74,0
60047,205,47,1
60048,292,89,1
60049,146,74,0
60050,178,81,0
60051,142,107,0
60052,138,102,0
60053,173,61,0
60054,204,67,1
60055,174,88,0
60056,124,57,0
60057,130,44,0
60058,395,95,1
60059,135,54,0
60060,93,54,0
60061,124,114,0
60062,102,113,0
60063,122,72,0
60064,262,68,1
60065,95,93,0
60066,312,93,1
60067,162,64,0
60068,160,62,0
60069,120,79,0
60070,82,111,0
60071,297,64,1
60072,372,97,1
60073,142,112,0
60074,94,113,0
60075,318,94,1
60076,143,41,0
60077,86,45,0
60078,147,59,0
60079,111,91,0
60080,257,80,1
60081,179,90,0
60082,269,110,1
60083,223,77,1
60084,139,67,0
60085,108,76,0
60086,179,66,0
60087,352,110,1
60088,240,82,1
60089,81,98,0
60090,333,75,1
60091,364,47,1
60092,158,68,0
60093,138,115,0
60094,161,113,0
60095,94,74,0
60096,171,116,0
60097,87,117,0
60098,157,69,0
60099,139,90,0
60100,254,50,1
60101,150,73,0
60102,279,79,1
60103,391,98,1
60104,93,63,0
60105,85,54,0
60106,172,72,0
60107,391,67,1
60108,306,73,1
60109,115,75,0
60110,89,50,0
60111,163,118,0
60112,104,43,0
60113,167,49,0
60114,173,67,0
60115,393,64,1
60116,154,65,0
60117,151,110,0
60118,344,105,1
60119,110,108,0
60120,100,82,0
60121,134,83,0
60122,128,56,0
60123,92,64,0
60124,296,46,1
60125,163,57,0
60126,212,45,1
60127,325,59,1
60128,82,50,0
60129,305,107,1
60130,83,78,0
60131,347,57,1
60132,148,53,0
60133,178,87,0
60134,125,101,0
60135,149,91,0
60136,348,105,1
60137,102,108,0
60138,109,97,0
60139,146,104,0
60140,173,113,0
60141,120,101,0
60142,362,71,1
60143,287,52,1
60144,221,103,1
60145,136,72,0
60146,159,67,0
60147,133,89,0
60148,299,119,1
60149,157,57,0
60150,118,54,0
60151,141,114,0
60152,110,101,0
60153,369,87,1
60154,104,65,0
60155,347,109,1
60156,113,92,0
60157,148,98,0
60158,129,56,0
60159,108,59,0
60160,244,47,1
60161,109,77,0
60162,92,119,0
60163,168,55,0
60164,271,97,1
60165,96,72,0
60166,355,107,1
60167,167,66,0
60168,113,63,0
60169,90,102,0
60170,144,66,0
60171,84,43,0
60172,81,105,0
60173,93,110,0
60174,126,113,0
60175,246,76,1
60176,369,113,1
60177,167,68,0
60178,105,55,0
60179,98,98,0
60180,235,109,1
60181,100,47,0
60182,111,94,0
60183,131,79,0
60184,271,65,1
60185,132,80,0
60186,168,57,0
60187,211,40,1
60188,173,72,0
60189,105,74,0
60190,168,119,0
60191,108,107,0
60192,138,54,0
60193,251,58,1
60194,163,89,0
60195,281,118,1
60196,86,98,0
60197,162,49,0
60198,104,112,0
60199,397,50,1
60200,303,78,1
60201,171,110,0
60202,316,51,1
60203,82,48,0
60204,167,117,0
60205,363,44,1
60206,130,54,0
60207,147,73,0
60208,94,77,0
60209,89,104,0
60210,267,48,1
60211,311,42,1
60212,366,64,1
60213,132,47,0
60214,356,83,1
60215,221,98,1
60216,106,107,0
60217,302,93,1
60218,308,106,1
60219,120,50,0
60220,91,117,0
60221,132,46,0
60222,339,106,1
60223,133,105,0
60224,82,100,0
60225,213,94,1
60226,104,69,0
60227,115,52,0
60228,131,83,0
60229,130,47,0
60230,388,57,1
60231,295,115,1
60232,355,119,1
60233,245,85,1
60234,104,46,0
60235,170,98,0
60236,105,82,0
60237,376,96,1
60238,140,65,0
60239,131,78,0
60240,142,119,0
60241,335,106,1
60242,82,119,0
60243,139,107,0
60244,159,84,0
60245,148,103,0
60246,113,105,0
60247,209,70,1
60248,206,112,1
60249,230,71,1
60250,116,106,0
60251,353,47,1
60252,159,109,0
60253,85,65,0
60254,151,41,0
60255,88,64,0
60256,155,53,0
60257,107,116,0
60258,107,81,0
60259,109,83,0
60260,141,112,0
60261,174,112,0
60262,152,109,0
60263,108,105,0
60264,124,100,0
60265,274,101,1
60266,137,93,0
60267,292,83,1
60268,378,55,1
60269,160,67,0
60270,363,96,1
60271,132,45,0
60272,380,96,1
60273,162,107,0
60274,317,86,1
60275,159,99,0
60276,173,108,0
60277,264,72,1
60278,306,62,1
60279,161,42,0
60280,243,82,1
60281,107,91,0
60282,337,59,1
60283,241,51,1
60284,80,118,0
60285,81,56,0
60286,118,45,0
60287,159,52,0
60288,166,95,0
60289,112,92,0
60290,92,96,0
60291,150,61,0
60292,235,53,1
60293,143,53,0
60294,172,48,0
60295,144,56,0
60296,147,89,0
60297,299,98,1
60298,324,79,1
60299,174,79,0
60300,131,76,0
60301,157,74,0
60302,135,54,0
60303,258,110,1
60304,281,51,1
60305,363,117,1
60306,154,114,0
60307,247,77,1
60308,129,98,0
60309,104,95,0
60310,278,93,1
60311,109,72,0
60312,85,83,0
60313,82,67,0
60314,140,108,0
60315,84,54,0
60316,94,108,0
60317,173,84,0
60318,273,78,1
60319,136,74,0
60320,236,77,1
60321,172,115,0
60322,260,68,1
60323,332,65,1
60324,119,111,0
60325,373,116,1
60326,152,90,0
60327,387,93,1
60328,89,58,0
60329,82,98,0
60330,381,98,1
60331,89,55,0
60332,126,59,0
60333,143,108,0
60334,135,59,0
60335,394,102,1
60336,157,84,0
60337,156,71,0
60338,296,82,1
60339,106,51,0
60340,270,119,1
60341,95,61,0
60342,296,117,1
60343,150,82,0
60344,88,111,0
60345,321,67,1
60346,337,50,1
60347,304,58,1
60348,224,114,1
60349,227,48,1
60350,166,89,0
60351,271,58,1
60352,200,74,1
60353,262,78,1
60354,200,47,1
60355,273,94,1
60356,146,68,0
60357,107,91,0
60358,377,113,1
60359,166,114,0
60360,132,90,0
60361,96,96,0
60362,288,105,1
60363,141,40,0
60364,119,107,0
60365,294,93,1
60366,395,94,1
60367,101,69,0
60368,234,84,1
60369,132,72,0
60370,84,119,0
60371,159,52,0
60372,109,73,0
60373,354,83,1
60374,95,61,0
60375,135,51,0
60376,208,42,1
60377,349,54,1
60378,387,91,1
60379,145,40,0
60380,316,72,1
60381,284,45,1
60382,93,65,0
60383,136,119,0
60384,100,91,0
60385,308,92,1
60386,305,75,1
60387,146,41,0
60388,145,63,0
60389,83,47,0
60390,285,64,1
60391,261,109,1
60392,365,47,1
60393,394,80,1
60394,176,106,0
60395,304,42,1
60396,84,78,0
60397,150,65,0
60398,166,100,0
60399,300,95,1
60400,244,78,1
60401,128,85,0
60402,255,119,1
60403,125,57,0
60404,92,95,0
60405,257,65,1
60406,123,89,0
60407,114,78,0
60408,123,101,0
60409,119,118,0
60410,153,55,0
60411,217,44,1
60412,379,113,1
60413,108,49,0
60414,214,53,1
60415,134,107,0
60416,102,82,0
60417,174,102,0
60418,123,81,0
60419,90,98,0
60420,361,83,1
60421,179,100,0
60422,322,85,1
60423,176,69,0
60424,228,101,1
60425,126,47,0
60426,140,118,0
60427,304,57,1
60428,277,74,1
60429,83,90,0
60430,300,80,1
60431,106,43,0
60432,285,97,1
60433,94,104,0
60434,397,96,1
60435,276,108,1
60436,334,70,1
60437,136,113,0
60438,102,89,0
60439,252,103,1
60440,386,103,1
60441,156,84,0
60442,145,90,0
60443,141,73,0
60444,162,81,0
60445,148,45,0
60446,358,118,1
60447,136,49,0
60448,395,81,1
60449,393,50,1
60450,140,78,0
60451,356,118,1
60452,94,94,0
60453,138,72,0
60454,145,56,0
60455,122,66,0
60456,94,114,0
60457,245,42,1
60458,266,46,1
60459,281,76,1
60460,109,102,0
60461,255,100,1
60462,146,108,0
60463,178,111,0
60464,83,97,0
60465,88,117,0
60466,292,83,1
60467,152,111,0
60468,165,98,0
60469,177,61,0
60470,98,75,0
60471,111,99,0
60472,126,86,0
60473,241,60,1
60474,122,111,0
60475,139,52,0
60476,85,95,0
60477,208,51,1
60478,203,54,1
60479,316,55,1
60480,225,74,1
60481,163,91,0
60482,321,113,1
60483,96,52,0
60484,167,108,0
60485,137,96,0
60486,262,78,1
60487,83,75,0
60488,224,78,1
60489,149,96,0
60490,173,119,0
60491,124,43,0
60492,142,117,0
60493,163,77,0
60494,358,41,1
60495,166,110,0
60496,272,47,1
60497,214,71,1
60498,110,84,0
60499,118,107,0
60500,286,72,1
60501,101,54,0
60502,176,47,0
60503,173,109,0
60504,267,88,1
60505,218,41,1
60506,95,99,0
60507,304,114,1
60508,382,56,1
60509,306,94,1
60510,170,119,0
60511,91,50,0
60512,378,74,1
60513,121,103,0
60514,102,99,0
60515,336,114,1
60516,309,104,1
60517,143,40,0
60518,134,52,0
60519,305,88,1
60520,231,63,1
60521,274,94,1
60522,146,71,0
60523,163,89,0
60524,280,63,1
60525,134,72,0
60526,146,58,0
60527,367,102,1
60528,220,94,1
60529,267,114,1
60530,137,104,0
60531,354,103,1
60532,173,119,0
60533,102,113,0
60534,323,47,1
60535,99,108,0
60536,136,104,0
60537,107,90,0
60538,348,118,1
60539,138,119,0
60540,144,53,0
60541,139,105,0
60542,139,82,0
60543,366,119,1
60544,134,70,0
60545,365,45,1
60546,215,86,1
60547,247,104,1
60548,150,63,0
60549,170,69,0
60550,172,45,0
60551,95,64,0
60552,159,40,0
60553,103,64,0
60554,177,56,0
60555,112,108,0
60556,178,76,0
60557,316,40,1
60558,224,77,1
60559,203,63,1
60560,164,106,0
